,City,Country,Region,Year,AvgCelsiusTemp,CO2,F-Gas,N2O,iso
321,Amsterdam,The Netherlands,Europe,2016,11.004419889502758,158.27,2.77,8.29,NLD
322,Amsterdam,The Netherlands,Europe,2017,11.172410958904116,155.91,2.59,8.08,NLD
323,Amsterdam,The Netherlands,Europe,2018,11.582055555555556,151.17,2.41,7.79,NLD
324,Amsterdam,The Netherlands,Europe,2019,11.373091922005566,0.0,0.0,0.0,NLD
325,Anchorage,US,North America,1995,3.075506849315067,5126.9,115.29,272.69,USA
326,Anchorage,US,North America,1996,1.6855464480874318,5283.11,124.38,279.98,USA
327,Anchorage,US,North America,1997,3.611205479452053,5547.99,130.98,273.86,USA
328,Anchorage,US,North America,1998,3.2053185595567872,5590.7,145.82,269.93,USA
329,Anchorage,US,North America,1999,1.5980494505494494,5610.3,142.42,265.35,USA
330,Anchorage,US,North America,2000,3.5160382513661204,5776.41,143.65,262.45,USA
331,Anchorage,US,North America,2001,3.043123287671233,5749.25,130.28,255.04,USA
332,Anchorage,US,North America,2002,4.006786703601106,5594.16,137.81,255.21,USA
333,Anchorage,US,North America,2003,4.096301369863016,5659.63,127.23,260.06,USA
334,Anchorage,US,North America,2004,3.797049180327871,5740.03,134.13,258.75,USA
335,Anchorage,US,North America,2005,4.181890410958904,5756.08,135.45,257.93,USA
336,Anchorage,US,North America,2006,2.2919178082191816,5656.58,137.6,260.11,USA
337,Anchorage,US,North America,2007,2.805274725274721,5740.27,148.45,263.29,USA
338,Anchorage,US,North America,2008,1.5887362637362632,5563.34,149.44,248.09,USA
339,Anchorage,US,North America,2009,2.6301098901098894,5159.55,144.31,241.24,USA
340,Anchorage,US,North America,2010,3.1309863013698584,5392.87,153.08,246.69,USA
341,Anchorage,US,North America,2011,2.780986301369864,5172.1,159.37,254.86,USA
342,Anchorage,US,North America,2012,1.6730054644808752,4950.21,154.58,245.81,USA
343,Anchorage,US,North America,2013,3.6733150684931486,5089.5,154.04,246.72,USA
344,Anchorage,US,North America,2014,4.9008493150684975,5102.58,159.16,246.48,USA
345,Anchorage,US,North America,2015,4.534191780821916,4982.79,161.05,242.64,USA
346,Anchorage,US,North America,2016,5.344262295081963,4888.64,160.92,248.51,USA
347,Anchorage,US,North America,2017,3.2879726027397256,4813.72,165.29,249.29,USA
348,Anchorage,US,North America,2018,4.907671232876714,4981.3,169.66,250.06,USA
349,Anchorage,US,North America,2019,6.008657534246573,0.0,0.0,0.0,USA
350,Ankara,Turkey,Middle East,1995,10.069890410958909,168.26,1.1,26.05,TUR
351,Ankara,Turkey,Middle East,1996,10.320628415300549,185.45,1.12,26.68,TUR
352,Ankara,Turkey,Middle East,1997,9.186328767123278,193.59,1.19,26.82,TUR
353,Ankara,Turkey,Middle East,1998,11.129279778393354,193.85,1.29,28.13,TUR
354,Ankara,Turkey,Middle East,1999,10.862609890109892,192.87,1.32,28.08,TUR
355,Ankara,Turkey,Middle East,2000,9.471721311475404,216.62,1.38,27.62,TUR
356,Ankara,Turkey,Middle East,2001,11.539232876712331,197.78,1.48,25.02,TUR
357,Ankara,Turkey,Middle East,2002,9.983019390581712,208.12,1.7,25.36,TUR
358,Ankara,Turkey,Middle East,2003,10.788383561643842,219.16,1.97,26.22,TUR
359,Ankara,Turkey,Middle East,2004,10.136502732240436,224.6,2.31,26.64,TUR
360,Ankara,Turkey,Middle East,2005,10.484191780821911,235.01,2.59,27.15,TUR
361,Ankara,Turkey,Middle East,2006,10.395890410958902,261.09,2.86,28.77,TUR
362,Ankara,Turkey,Middle East,2007,11.495741758241763,288.97,3.34,27.88,TUR
363,Ankara,Turkey,Middle East,2008,10.555302197802195,287.2,3.52,26.38,TUR
364,Ankara,Turkey,Middle East,2009,10.976510989010992,287.83,3.44,29.47,TUR
365,Ankara,Turkey,Middle East,2010,12.45887671232876,297.12,4.69,28.75,TUR
366,Ankara,Turkey,Middle East,2011,9.81312328767123,317.72,5.18,28.89,TUR
367,Ankara,Turkey,Middle East,2012,10.829781420765032,328.88,5.94,29.59,TUR
368,Ankara,Turkey,Middle East,2013,11.122739726027389,318.17,6.09,32.12,TUR
369,Ankara,Turkey,Middle East,2014,12.119670329670331,340.64,6.83,32.07,TUR
370,Ankara,Turkey,Middle East,2015,11.126318681318676,351.59,6.92,32.88,TUR
371,Ankara,Turkey,Middle East,2016,11.256270718232056,374.59,6.57,35.14,TUR
372,Ankara,Turkey,Middle East,2017,10.992054794520548,415.9,7.17,34.62,TUR
373,Ankara,Turkey,Middle East,2018,12.650664819944604,412.97,7.77,34.38,TUR
374,Ankara,Turkey,Middle East,2019,11.56949860724235,0.0,0.0,0.0,TUR
375,Antananarivo,Madagascar,Africa,1995,19.01963988919668,1.37,0.03,8.45,MDG
376,Antananarivo,Madagascar,Africa,1996,18.740934065934077,1.31,0.06,8.5,MDG
377,Antananarivo,Madagascar,Africa,1997,19.36968299711816,1.42,0.08,8.27,MDG
378,Antananarivo,Madagascar,Africa,1998,18.511345029239777,1.63,0.1,8.53,MDG
379,Antananarivo,Madagascar,Africa,1999,18.409626436781604,1.67,0.12,8.27,MDG
380,Antananarivo,Madagascar,Africa,2000,18.39685131195335,1.65,0.15,7.92,MDG
381,Antananarivo,Madagascar,Africa,2001,19.00367123287672,1.67,0.16,7.64,MDG
382,Antananarivo,Madagascar,Africa,2002,18.849889196675907,1.12,0.16,6.95,MDG
383,Antananarivo,Madagascar,Africa,2003,18.81291208791208,1.55,0.17,7.96,MDG
384,Antananarivo,Madagascar,Africa,2004,18.529945355191263,1.65,0.18,7.2,MDG
385,Antananarivo,Madagascar,Africa,2005,18.631452054794515,1.71,0.19,8.82,MDG
386,Antananarivo,Madagascar,Africa,2006,18.5709589041096,1.64,0.22,8.2,MDG
387,Antananarivo,Madagascar,Africa,2007,18.63917127071823,1.72,0.26,8.91,MDG
388,Antananarivo,Madagascar,Africa,2008,18.43460273972604,1.78,0.3,8.26,MDG
389,Antananarivo,Madagascar,Africa,2009,18.82032967032968,1.69,0.33,8.61,MDG
390,Antananarivo,Madagascar,Africa,2010,19.22819178082191,1.87,0.37,8.56,MDG
391,Antananarivo,Madagascar,Africa,2011,19.255643835616443,2.19,0.44,8.61,MDG
392,Antananarivo,Madagascar,Africa,2012,12.446775956284169,2.74,0.51,8.82,MDG
393,Antananarivo,Madagascar,Africa,2013,17.980356164383565,2.93,0.58,8.61,MDG
394,Antananarivo,Madagascar,Africa,2014,19.049340659340658,3.05,0.65,8.6,MDG
395,Antananarivo,Madagascar,Africa,2015,19.010521978021966,3.32,0.72,8.68,MDG
396,Antananarivo,Madagascar,Africa,2016,18.69947513812155,3.22,0.8,9.17,MDG
397,Antananarivo,Madagascar,Africa,2017,19.002712328767124,3.5,0.88,8.72,MDG
398,Antananarivo,Madagascar,Africa,2018,18.883646408839773,3.37,0.97,8.77,MDG
399,Antananarivo,Madagascar,Africa,2019,19.5549860724234,0.0,0.0,0.0,MDG
400,Ashabad,Turkmenistan,Asia,1995,17.483863013698635,33.43,0.05,1.75,TKM
401,Ashabad,Turkmenistan,Asia,1996,16.39093150684932,29.69,0.07,1.77,TKM
402,Ashabad,Turkmenistan,Asia,1997,17.24342465753425,29.94,0.09,1.59,TKM
403,Ashabad,Turkmenistan,Asia,1998,18.031258503401357,30.59,0.11,1.78,TKM
404,Ashabad,Turkmenistan,Asia,1999,18.00373626373626,35.77,0.13,1.97,TKM
405,Ashabad,Turkmenistan,Asia,2000,17.901994535519123,36.85,0.15,2.12,TKM
406,Ashabad,Turkmenistan,Asia,2001,17.937342465753446,38.09,0.17,2.26,TKM
407,Ashabad,Turkmenistan,Asia,2002,17.38445983379502,39.91,0.18,2.6,TKM
408,Ashabad,Turkmenistan,Asia,2003,16.814630136986313,44.41,0.19,2.96,TKM
409,Ashabad,Turkmenistan,Asia,2004,17.65628415300547,46.82,0.2,3.08,TKM
410,Ashabad,Turkmenistan,Asia,2005,17.979972602739714,48.36,0.22,3.21,TKM
411,Ashabad,Turkmenistan,Asia,2006,17.893123287671234,49.73,0.25,3.39,TKM
412,Ashabad,Turkmenistan,Asia,2007,17.379258241758233,56.2,0.29,3.19,TKM
413,Ashabad,Turkmenistan,Asia,2008,17.39304945054945,56.85,0.33,3.46,TKM
414,Ashabad,Turkmenistan,Asia,2009,17.40749999999999,50.38,0.36,3.33,TKM
415,Ashabad,Turkmenistan,Asia,2010,18.54473972602738,57.36,0.4,3.43,TKM
416,Ashabad,Turkmenistan,Asia,2011,17.131287671232865,63.41,0.4,3.31,TKM
417,Ashabad,Turkmenistan,Asia,2012,17.46959016393442,66.3,0.4,3.4,TKM
418,Ashabad,Turkmenistan,Asia,2013,18.4397808219178,67.78,0.4,3.44,TKM
419,Ashabad,Turkmenistan,Asia,2014,17.740549450549448,69.49,0.41,3.44,TKM
420,Ashabad,Turkmenistan,Asia,2015,18.36420329670329,72.08,0.41,3.46,TKM
421,Ashabad,Turkmenistan,Asia,2016,18.229254143646397,72.02,0.38,3.5,TKM
422,Ashabad,Turkmenistan,Asia,2017,18.054301369863012,71.96,0.36,3.43,TKM
423,Ashabad,Turkmenistan,Asia,2018,18.583416666666665,71.73,0.34,3.43,TKM
424,Ashabad,Turkmenistan,Asia,2019,18.441030640668505,0.0,0.0,0.0,TKM
425,Asheville,US,North America,1995,12.791917808219168,5126.9,115.29,272.69,USA
426,Asheville,US,North America,1996,11.58126074498567,5283.11,124.38,279.98,USA
427,Asheville,US,North America,1997,12.172465753424651,5547.99,130.98,273.86,USA
428,Asheville,US,North America,1998,14.011080332409982,5590.7,145.82,269.93,USA
429,Asheville,US,North America,1999,13.474999999999994,5610.3,142.42,265.35,USA
430,Asheville,US,North America,2000,12.621256830601098,5776.41,143.65,262.45,USA
431,Asheville,US,North America,2001,13.330383561643828,5749.25,130.28,255.04,USA
432,Asheville,US,North America,2002,13.431966759002764,5594.16,137.81,255.21,USA
433,Asheville,US,North America,2003,12.634340659340657,5659.63,127.23,260.06,USA
434,Asheville,US,North America,2004,13.146366120218572,5740.03,134.13,258.75,USA
435,Asheville,US,North America,2005,13.00564383561643,5756.08,135.45,257.93,USA
436,Asheville,US,North America,2006,12.945307262569836,5656.58,137.6,260.11,USA
437,Asheville,US,North America,2007,13.537280219780223,5740.27,148.45,263.29,USA
438,Asheville,US,North America,2008,12.897417582417592,5563.34,149.44,248.09,USA
439,Asheville,US,North America,2009,12.609725274725278,5159.55,144.31,241.24,USA
440,Asheville,US,North America,2010,12.49709589041096,5392.87,153.08,246.69,USA
441,Asheville,US,North America,2011,13.793808219178072,5172.1,159.37,254.86,USA
442,Asheville,US,North America,2012,14.15265027322404,4950.21,154.58,245.81,USA
443,Asheville,US,North America,2013,12.812356164383564,5089.5,154.04,246.72,USA
444,Asheville,US,North America,2014,12.685342465753426,5102.58,159.16,246.48,USA
445,Asheville,US,North America,2015,14.16668493150686,4982.79,161.05,242.64,USA
446,Asheville,US,North America,2016,14.263114754098352,4888.64,160.92,248.51,USA
447,Asheville,US,North America,2017,14.299945205479458,4813.72,165.29,249.29,USA
448,Asheville,US,North America,2018,14.10717808219178,4981.3,169.66,250.06,USA
449,Asheville,US,North America,2019,14.594904109589049,0.0,0.0,0.0,USA
450,Athens,Greece,Europe,1995,18.304027397260263,82.84,4.22,6.82,GRC
451,Athens,Greece,Europe,1996,18.078661202185803,82.76,4.88,7.12,GRC
452,Athens,Greece,Europe,1997,17.742082191780813,83.76,5.29,6.85,GRC
453,Athens,Greece,Europe,1998,18.612348066298352,87.13,5.92,6.7,GRC
454,Athens,Greece,Europe,1999,19.287115384615387,87.4,6.82,6.72,GRC
455,Athens,Greece,Europe,2000,18.77877049180329,94.46,5.37,6.64,GRC
456,Athens,Greece,Europe,2001,18.966739726027395,96.61,4.85,6.39,GRC
457,Athens,Greece,Europe,2002,18.441717451523537,96.6,5.16,6.45,GRC
458,Athens,Greece,Europe,2003,18.288246575342445,100.22,4.8,6.49,GRC
459,Athens,Greece,Europe,2004,18.14147540983606,99.85,4.99,6.09,GRC
460,Athens,Greece,Europe,2005,17.929753424657527,101.95,5.14,5.95,GRC
461,Athens,Greece,Europe,2006,17.872975206611567,100.7,4.96,5.67,GRC
462,Athens,Greece,Europe,2007,18.75900277008312,104.31,4.95,5.47,GRC
463,Athens,Greece,Europe,2008,18.832939560439577,100.41,4.88,5.66,GRC
464,Athens,Greece,Europe,2009,18.748787878787883,94.74,4.56,5.07,GRC
465,Athens,Greece,Europe,2010,19.51599999999999,87.58,4.46,5.42,GRC
466,Athens,Greece,Europe,2011,19.01210958904109,84.55,4.74,5.95,GRC
467,Athens,Greece,Europe,2012,15.64528301886793,80.09,5.16,4.99,GRC
468,Atlanta,US,North America,1995,17.02632876712329,5126.9,115.29,272.69,USA
469,Atlanta,US,North America,1996,16.81431693989073,5283.11,124.38,279.98,USA
470,Atlanta,US,North America,1997,16.11268493150683,5547.99,130.98,273.86,USA
471,Atlanta,US,North America,1998,17.414958448753467,5590.7,145.82,269.93,USA
472,Atlanta,US,North America,1999,17.151648351648365,5610.3,142.42,265.35,USA
473,Atlanta,US,North America,2000,16.508142076502747,5776.41,143.65,262.45,USA
474,Atlanta,US,North America,2001,16.742219178082195,5749.25,130.28,255.04,USA
475,Atlanta,US,North America,2002,16.855096952908593,5594.16,137.81,255.21,USA
476,Atlanta,US,North America,2003,16.35813186813188,5659.63,127.23,260.06,USA
477,Atlanta,US,North America,2004,16.874972677595622,5740.03,134.13,258.75,USA
478,Atlanta,US,North America,2005,16.594630136986318,5756.08,135.45,257.93,USA
479,Atlanta,US,North America,2006,17.309424657534244,5656.58,137.6,260.11,USA
480,Atlanta,US,North America,2007,17.799725274725265,5740.27,148.45,263.29,USA
481,Atlanta,US,North America,2008,16.726657534246588,5563.34,149.44,248.09,USA
482,Atlanta,US,North America,2009,16.48747252747253,5159.55,144.31,241.24,USA
483,Atlanta,US,North America,2010,16.696958904109582,5392.87,153.08,246.69,USA
484,Atlanta,US,North America,2011,17.701342465753413,5172.1,159.37,254.86,USA
485,Atlanta,US,North America,2012,18.339808743169392,4950.21,154.58,245.81,USA
486,Atlanta,US,North America,2013,16.491863013698627,5089.5,154.04,246.72,USA
487,Atlanta,US,North America,2014,16.526027397260275,5102.58,159.16,246.48,USA
488,Atlanta,US,North America,2015,17.874958904109587,4982.79,161.05,242.64,USA
489,Atlanta,US,North America,2016,18.44762295081966,4888.64,160.92,248.51,USA
490,Atlanta,US,North America,2017,18.25052054794522,4813.72,165.29,249.29,USA
491,Atlanta,US,North America,2018,17.670438356164375,4981.3,169.66,250.06,USA
492,Atlanta,US,North America,2019,18.64961643835617,0.0,0.0,0.0,USA
493,Atlantic City,US,North America,1995,11.957424657534249,5126.9,115.29,272.69,USA
494,Atlantic City,US,North America,1996,11.51554644808743,5283.11,124.38,279.98,USA
495,Atlantic City,US,North America,1997,11.822865013774097,5547.99,130.98,273.86,USA
496,Atlantic City,US,North America,1998,13.57905555555556,5590.7,145.82,269.93,USA
497,Atlantic City,US,North America,1999,12.797000000000017,5610.3,142.42,265.35,USA
498,Atlantic City,US,North America,2000,11.877835616438356,5776.41,143.65,262.45,USA
499,Atlantic City,US,North America,2001,12.834930747922447,5749.25,130.28,255.04,USA
500,Atlantic City,US,North America,2002,13.145208913649029,5594.16,137.81,255.21,USA
501,Atlantic City,US,North America,2003,11.855961538461544,5659.63,127.23,260.06,USA
502,Atlantic City,US,North America,2004,12.312131147540972,5740.03,134.13,258.75,USA
503,Atlantic City,US,North America,2005,12.553123287671232,5756.08,135.45,257.93,USA
504,Atlantic City,US,North America,2006,13.63475138121546,5656.58,137.6,260.11,USA
505,Atlantic City,US,North America,2007,13.188763736263734,5740.27,148.45,263.29,USA
506,Atlantic City,US,North America,2008,13.266263736263754,5563.34,149.44,248.09,USA
507,Atlantic City,US,North America,2009,12.7410989010989,5159.55,144.31,241.24,USA
508,Atlantic City,US,North America,2010,13.457506849315076,5392.87,153.08,246.69,USA
509,Atlantic City,US,North America,2011,14.008109589041084,5172.1,159.37,254.86,USA
510,Atlantic City,US,North America,2012,13.996452513966496,4950.21,154.58,245.81,USA
511,Atlantic City,US,North America,2013,12.23827397260273,5089.5,154.04,246.72,USA
512,Atlantic City,US,North America,2014,11.819205479452052,5102.58,159.16,246.48,USA
513,Atlantic City,US,North America,2015,13.205479452054789,4982.79,161.05,242.64,USA
514,Atlantic City,US,North America,2016,13.498567493112946,4888.64,160.92,248.51,USA
515,Atlantic City,US,North America,2017,13.832904109589036,4813.72,165.29,249.29,USA
516,Atlantic City,US,North America,2018,13.75172602739727,4981.3,169.66,250.06,USA
517,Atlantic City,US,North America,2019,13.672602739726033,0.0,0.0,0.0,USA
518,Auckland,New Zealand,Australia/South Pacific,1995,15.38005494505493,24.38,0.22,15.29,NZL
519,Auckland,New Zealand,Australia/South Pacific,1996,15.25811475409835,25.5,0.39,14.83,NZL
520,Auckland,New Zealand,Australia/South Pacific,1997,14.834876712328764,27.82,0.35,14.76,NZL
521,Auckland,New Zealand,Australia/South Pacific,1998,16.252326869806094,27.34,0.26,14.43,NZL
522,Auckland,New Zealand,Australia/South Pacific,1999,15.6715934065934,28.71,0.34,14.83,NZL
523,Auckland,New Zealand,Australia/South Pacific,2000,15.495287671232871,29.5,0.33,14.76,NZL
524,Auckland,New Zealand,Australia/South Pacific,2001,15.439008264462815,31.72,0.39,14.88,NZL
525,Auckland,New Zealand,Australia/South Pacific,2002,15.286296296296292,31.58,0.57,15.65,NZL
526,Auckland,New Zealand,Australia/South Pacific,2003,15.16532212885154,33.44,0.77,15.94,NZL
527,Auckland,New Zealand,Australia/South Pacific,2004,14.748306010928964,32.87,0.78,15.22,NZL
528,Auckland,New Zealand,Australia/South Pacific,2005,15.828849315068478,34.26,0.82,15.35,NZL
529,Auckland,New Zealand,Australia/South Pacific,2006,15.014164383561642,34.31,0.94,15.18,NZL
530,Auckland,New Zealand,Australia/South Pacific,2007,15.404560439560443,33.39,1.02,15.08,NZL
531,Auckland,New Zealand,Australia/South Pacific,2008,15.491236263736267,34.37,1.1,14.58,NZL
532,Auckland,New Zealand,Australia/South Pacific,2009,14.924175824175832,31.32,1.14,14.39,NZL
533,Auckland,New Zealand,Australia/South Pacific,2010,15.694093406593392,31.13,1.22,14.28,NZL
534,Auckland,New Zealand,Australia/South Pacific,2011,15.616109589041086,30.35,1.42,14.45,NZL
535,Auckland,New Zealand,Australia/South Pacific,2012,15.062583333333317,32.01,1.44,14.67,NZL
536,Auckland,New Zealand,Australia/South Pacific,2013,15.800630136986298,31.75,1.49,14.64,NZL
537,Auckland,New Zealand,Australia/South Pacific,2014,15.374175824175811,31.79,1.51,14.77,NZL
538,Auckland,New Zealand,Australia/South Pacific,2015,15.421510989010978,32.19,1.63,15.06,NZL
539,Auckland,New Zealand,Australia/South Pacific,2016,16.046740331491705,31.18,1.45,14.97,NZL
540,Auckland,New Zealand,Australia/South Pacific,2017,15.845479452054787,32.92,1.5,15.01,NZL
541,Auckland,New Zealand,Australia/South Pacific,2018,15.877590027700814,32.21,1.55,15.04,NZL
542,Auckland,New Zealand,Australia/South Pacific,2019,15.868077994428962,0.0,0.0,0.0,NZL
543,Austin,US,North America,1995,20.157315068493137,5126.9,115.29,272.69,USA
544,Austin,US,North America,1996,19.990603448275863,5283.11,124.38,279.98,USA
545,Austin,US,North America,1997,19.217753424657552,5547.99,130.98,273.86,USA
546,Austin,US,North America,1998,21.3467867036011,5590.7,145.82,269.93,USA
547,Austin,US,North America,1999,20.80392857142858,5610.3,142.42,265.35,USA
548,Austin,US,North America,2000,20.262868852459015,5776.41,143.65,262.45,USA
549,Austin,US,North America,2001,19.28356164383561,5749.25,130.28,255.04,USA
550,Austin,US,North America,2002,19.38542936288088,5594.16,137.81,255.21,USA
551,Austin,US,North America,2003,19.641346153846147,5659.63,127.23,260.06,USA
552,Austin,US,North America,2004,19.81718579234971,5740.03,134.13,258.75,USA
553,Austin,US,North America,2005,20.53010958904108,5756.08,135.45,257.93,USA
554,Austin,US,North America,2006,21.169342465753417,5656.58,137.6,260.11,USA
555,Austin,US,North America,2007,19.1215934065934,5740.27,148.45,263.29,USA
556,Austin,US,North America,2008,20.04505494505495,5563.34,149.44,248.09,USA
557,Austin,US,North America,2009,20.23769230769231,5159.55,144.31,241.24,USA
558,Austin,US,North America,2010,19.49241095890409,5392.87,153.08,246.69,USA
559,Austin,US,North America,2011,21.00736986301369,5172.1,159.37,254.86,USA
560,Austin,US,North America,2012,20.752404371584703,4950.21,154.58,245.81,USA
561,Austin,US,North America,2013,19.74454794520548,5089.5,154.04,246.72,USA
562,Austin,US,North America,2014,19.36632876712329,5102.58,159.16,246.48,USA
563,Austin,US,North America,2015,19.697835616438358,4982.79,161.05,242.64,USA
564,Austin,US,North America,2016,20.697486338797823,4888.64,160.92,248.51,USA
565,Austin,US,North America,2017,21.27454794520549,4813.72,165.29,249.29,USA
566,Austin,US,North America,2018,20.31241095890408,4981.3,169.66,250.06,USA
567,Austin,US,North America,2019,20.43745205479452,0.0,0.0,0.0,USA
568,Baltimore,US,North America,1995,13.849452054794526,5126.9,115.29,272.69,USA
569,Baltimore,US,North America,1996,11.967663817663814,5283.11,124.38,279.98,USA
570,Baltimore,US,North America,1997,12.891945205479448,5547.99,130.98,273.86,USA
571,Baltimore,US,North America,1998,14.533351800554016,5590.7,145.82,269.93,USA
572,Baltimore,US,North America,1999,13.488049450549465,5610.3,142.42,265.35,USA
573,Baltimore,US,North America,2000,12.596256830601089,5776.41,143.65,262.45,USA
574,Baltimore,US,North America,2001,13.42279452054794,5749.25,130.28,255.04,USA
575,Baltimore,US,North America,2002,13.722805555555558,5594.16,137.81,255.21,USA
